TimeGenerated [UTC],ClientIp,HttpMethod,RequestUri,UserAgent,HttpStatus,HttpVersion,ReceivedBytes,SentBytes,ClientResponseTime,SslProtocol,OriginalRequestUriWithArgs
"1/29/2026, 5:44:14.000 AM",183.91.202.52,GET,/event/banner/mir2/popup,MyThreadedApp/1.0,200,HTTP/1.1,176,1138,0,TLSv1.2,/event/banner/mir2/popup
"1/29/2026, 5:44:15.000 AM",220.203.11.18,GET,/event/banner/mir2/popup,MyThreadedApp/1.0,403,HTTP/1.1,176,1944,0,TLSv1.3,/event/banner/mir2/popup
"1/29/2026, 5:44:17.000 AM",14.54.231.214,GET,/sitelib/session_refresh.asp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,2582,214,0,TLSv1.3,/sitelib/session_refresh.asp
"1/29/2026, 5:44:17.000 AM",211.226.154.23,GET,/event/banner/mir2/popup,MyThreadedApp/1.0,200,HTTP/1.1,176,1138,0,TLSv1.2,/event/banner/mir2/popup
"1/29/2026, 5:44:17.000 AM",221.210.222.59,GET,/event/banner/mir2/popup,MyThreadedApp/1.0,403,HTTP/1.1,176,1944,0,TLSv1.3,/event/banner/mir2/popup
"1/29/2026, 5:44:17.000 AM",20.249.183.75,GET,/main/main_mir.asp,Blackbox Exporter/0.24.0,200,HTTP/1.1,120,43763,0,TLSv1.3,/main/main_mir.asp
"1/29/2026, 5:44:18.000 AM",112.132.39.72,GET,/event/banner/mir2/popup,MyThreadedApp/1.0,403,HTTP/1.1,176,1944,0,TLSv1.3,/event/banner/mir2/popup
"1/29/2026, 5:44:19.000 AM",20.249.183.75,GET,/comm/echo/getMessage,Blackbox Exporter/0.24.0,200,HTTP/1.1,131,1002,0,TLSv1.3,/comm/echo/getMessage
"1/29/2026, 5:44:19.000 AM",117.111.8.62,GET,/community/mir2test,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",200,HTTP/1.1,1006,8524,0,TLSv1.3,/community/mir2test
"1/29/2026, 5:44:19.000 AM",118.40.251.98,GET,/event/banner/mir2/popup,MyThreadedApp/1.0,200,HTTP/1.1,176,1138,0,TLSv1.2,/event/banner/mir2/popup
"1/29/2026, 5:44:19.000 AM",117.111.8.62,POST,/pagelogging/log,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",200,HTTP/1.1,1257,456,0,TLSv1.3,/pagelogging/log
"1/29/2026, 5:44:19.000 AM",117.111.8.62,GET,/bbs/view/mir2test/160462?page=1,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",200,HTTP/1.1,966,9859,0,TLSv1.3,/bbs/view/mir2test/160462?page=1
"1/29/2026, 5:44:19.000 AM",116.147.34.138,GET,/event/banner/mir2/popup,MyThreadedApp/1.0,403,HTTP/1.1,176,1944,0,TLSv1.3,/event/banner/mir2/popup
"1/29/2026, 5:44:19.000 AM",58.238.247.166,GET,/launcher/launcher,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",301,HTTP/1.1,475,442,0,,/launcher/launcher
"1/29/2026, 5:44:19.000 AM",117.111.8.62,GET,/bbs/comment/list/mir2test/160462?order=4&commentListFrom=1&commentListTo=10000,"Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",200,HTTP/1.1,1201,1617,0,TLSv1.3,/bbs/comment/list/mir2test/160462?order=4&commentListFrom=1&commentListTo=10000
"1/29/2026, 5:44:19.000 AM",58.238.247.166,GET,/launcher/launcher,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,745,3853,0,TLSv1.3,/launcher/launcher
"1/29/2026, 5:44:20.000 AM",58.238.247.166,GET,/sitelib/ranking.js,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,774,5529,0,TLSv1.3,/sitelib/ranking.js
"1/29/2026, 5:44:20.000 AM",58.238.247.166,GET,/sitelib/jQuery.modal.js,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,779,5649,0,TLSv1.3,/sitelib/jQuery.modal.js
"1/29/2026, 5:44:20.000 AM",58.238.247.166,GET,/sitelib/sub_ui.js,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,773,5926,0,TLSv1.3,/sitelib/sub_ui.js
"1/29/2026, 5:44:20.000 AM",42.85.140.71,GET,/event/banner/mir2/popup,MyThreadedApp/1.0,403,HTTP/1.1,176,1944,0,TLSv1.3,/event/banner/mir2/popup
"1/29/2026, 5:44:20.000 AM",158.247.240.229,GET,/auth/selfcheck/view?type=A&gameCode=2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",200,HTTP/1.1,1398,9009,0,TLSv1.3,/auth/selfcheck/view?type=A&gameCode=2
"1/29/2026, 5:44:21.000 AM",61.38.42.234,GET,/bbs/list/mir2screen,python-requests/2.25.1,200,HTTP/1.1,169,5764,0,TLSv1.3,/bbs/list/mir2screen
"1/29/2026, 5:44:21.000 AM",61.38.42.234,GET,/community/com_sshot_list.asp,python-requests/2.25.1,200,HTTP/1.1,179,63318,0,TLSv1.3,/community/com_sshot_list.asp
"1/29/2026, 5:44:21.000 AM",183.95.202.228,GET,/event/banner/mir2/popup,MyThreadedApp/1.0,403,HTTP/1.1,176,1944,0,TLSv1.3,/event/banner/mir2/popup
"1/29/2026, 5:44:22.000 AM",66.249.74.103,GET,/robots.txt,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),500,HTTP/1.1,236,408,0,TLSv1.3,/robots.txt
"1/29/2026, 5:44:23.000 AM",20.249.183.75,GET,/,Blackbox Exporter/0.24.0,200,HTTP/1.1,102,621,0,TLSv1.3,/
"1/29/2026, 5:44:23.000 AM",49.173.71.47,GET,/sitelib/common.css,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,1160,11888,0,TLSv1.3,/sitelib/common.css
"1/29/2026, 5:44:23.000 AM",49.173.71.47,GET,/js/common/domain.js,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,974,1806,0,TLSv1.3,/js/common/domain.js
"1/29/2026, 5:44:23.000 AM",49.173.71.47,GET,/js/common/BbsIframe.js,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,977,4067,0,TLSv1.3,/js/common/BbsIframe.js
"1/29/2026, 5:44:23.000 AM",49.173.71.47,GET,/sitelib/contents.css?v=20251208,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,1173,37984,0,TLSv1.3,/sitelib/contents.css?v=20251208
"1/29/2026, 5:44:23.000 AM",49.173.71.47,GET,/sitelib/onestop/js_gnb_yd.js?ver=20210719,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,1169,14442,0,TLSv1.3,/sitelib/onestop/js_gnb_yd.js?ver=20210719
"1/29/2026, 5:44:23.000 AM",49.173.71.47,POST,/pagelogging/log,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,1491,455,0,TLSv1.3,/pagelogging/log
"1/29/2026, 5:44:23.000 AM",222.110.172.130,GET,/sitelib/session_refresh.asp,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",200,HTTP/1.1,4851,214,0,TLSv1.3,/sitelib/session_refresh.asp
"1/29/2026, 5:44:23.000 AM",49.173.71.47,GET,/bbs/view/mir2notice/142864?page=1&cateId=164,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,1288,7917,0,TLSv1.3,/bbs/view/mir2notice/142864?page=1&cateId=164
"1/29/2026, 5:44:23.000 AM",49.173.71.47,GET,/css/user/bbs_common.css,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,1278,1400,0,TLSv1.3,/css/user/bbs_common.css
"1/29/2026, 5:44:23.000 AM",49.173.71.47,GET,/js/jquery-1.6.1.min.js,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,1263,91747,0,TLSv1.3,/js/jquery-1.6.1.min.js
"1/29/2026, 5:44:23.000 AM",49.173.71.47,GET,/sitelib/common.css,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,1273,11556,0,TLSv1.3,/sitelib/common.css
"1/29/2026, 5:44:24.000 AM",49.173.71.47,GET,/sitelib/jquery.verticalRolling.js,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,1274,9594,0,TLSv1.3,/sitelib/jquery.verticalRolling.js
"1/29/2026, 5:44:24.000 AM",49.173.71.47,GET,/js/common/common_util.js,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,1265,3098,0,TLSv1.3,/js/common/common_util.js
"1/29/2026, 5:44:24.000 AM",49.173.71.47,GET,/sitelib/contents.css?v=20250904,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,1286,39877,0,TLSv1.3,/sitelib/contents.css?v=20250904
"1/29/2026, 5:44:24.000 AM",49.173.71.47,GET,/sitelib/jQuery.formSelectbox.js,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,1272,9276,0,TLSv1.3,/sitelib/jQuery.formSelectbox.js
"1/29/2026, 5:44:24.000 AM",49.173.71.47,GET,/sitelib/sub_ui.js,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,1258,5926,0,TLSv1.3,/sitelib/sub_ui.js
"1/29/2026, 5:44:24.000 AM",49.173.71.47,GET,/js/user/common.js,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,1258,4399,0,TLSv1.3,/js/user/common.js
"1/29/2026, 5:44:24.000 AM",20.249.183.75,GET,/auth/actuator/health,Blackbox Exporter/0.24.0,200,HTTP/1.1,131,1016,0,TLSv1.3,/auth/actuator/health
"1/29/2026, 5:44:24.000 AM",120.242.23.238,GET,/launcher/launcher,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",403,HTTP/1.1,770,1944,0,TLSv1.3,/launcher/launcher
"1/29/2026, 5:44:24.000 AM",220.203.29.172,GET,/event/banner/mir2/popup,MyThreadedApp/1.0,403,HTTP/1.1,176,1944,0,TLSv1.3,/event/banner/mir2/popup
"1/29/2026, 5:44:25.000 AM",123.6.98.188,GET,/event/banner/mir2/popup,MyThreadedApp/1.0,403,HTTP/1.1,176,1944,0,TLSv1.3,/event/banner/mir2/popup
"1/29/2026, 5:44:25.000 AM",124.164.10.128,GET,/event/banner/mir2/popup,MyThreadedApp/1.0,403,HTTP/1.1,176,1944,0,TLSv1.3,/event/banner/mir2/popup
"1/29/2026, 5:44:26.000 AM",121.133.173.165,GET,/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",200,HTTP/1.1,1144,2305,0,TLSv1.3,/login
"1/29/2026, 5:44:26.000 AM",42.176.203.65,GET,/event/banner/mir2/popup,MyThreadedApp/1.0,403,HTTP/1.1,176,1944,0,TLSv1.3,/event/banner/mir2/popup
"1/29/2026, 5:44:26.000 AM",121.133.173.165,GET,/assets/Login-BoifYIUi.js,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",200,HTTP/1.1,1210,10994,0,TLSv1.3,/assets/Login-BoifYIUi.js
"1/29/2026, 5:44:26.000 AM",61.168.62.183,GET,/event/banner/mir2/popup,MyThreadedApp/1.0,403,HTTP/1.1,176,1944,0,TLSv1.3,/event/banner/mir2/popup
"1/29/2026, 5:44:27.000 AM",61.38.42.234,GET,/bbs/list/mir2free,python-requests/2.25.1,200,HTTP/1.1,167,6019,0,TLSv1.3,/bbs/list/mir2free
"1/29/2026, 5:44:27.000 AM",121.133.173.165,POST,/auth/signin/login,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",200,HTTP/1.1,1699,2339,0.02,TLSv1.3,/auth/signin/login
"1/29/2026, 5:44:27.000 AM",61.38.42.234,GET,/bbs/list/mir2test,python-requests/2.25.1,200,HTTP/1.1,167,6445,0,TLSv1.3,/bbs/list/mir2test
"1/29/2026, 5:44:27.000 AM",20.249.183.75,GET,/bbs/actuator/health,Blackbox Exporter/0.24.0,200,HTTP/1.1,130,1016,0,TLSv1.3,/bbs/actuator/health
"1/29/2026, 5:44:27.000 AM",61.38.42.234,GET,/community/com_free_list.asp,python-requests/2.25.1,200,HTTP/1.1,178,69079,0,TLSv1.3,/community/com_free_list.asp
"1/29/2026, 5:44:28.000 AM",121.133.173.165,POST,/auth/signin/logout,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.0.0 Safari/537.36",200,HTTP/1.1,2063,1401,0.024,TLSv1.3,/auth/signin/logout
"1/29/2026, 5:45:00.000 AM",61.38.42.234,GET,/bbs/list/mir2test,python-requests/2.25.1,200,HTTP/1.1,167,6447,0,TLSv1.3,/bbs/list/mir2test
"1/29/2026, 5:45:00.000 AM",61.38.42.234,GET,/community/com_free_list.asp,python-requests/2.25.1,200,HTTP/1.1,178,69109,0,TLSv1.3,/community/com_free_list.asp
"1/29/2026, 5:45:01.000 AM",120.242.25.132,GET,/launcher/launcher,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",403,HTTP/1.1,769,1944,0,TLSv1.3,/launcher/launcher
"1/29/2026, 5:45:01.000 AM",120.242.25.132,GET,/favicon.ico,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",403,HTTP/1.1,702,1944,0,TLSv1.3,/favicon.ico
"1/29/2026, 5:45:02.000 AM",120.242.25.132,GET,/launcher/launcher,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",403,HTTP/1.1,770,1944,0,TLSv1.3,/launcher/launcher
"1/29/2026, 5:45:02.000 AM",125.240.33.71,POST,/bbs/faq/list,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,1455,14052,0.001,TLSv1.3,/bbs/faq/list
"1/29/2026, 5:45:02.000 AM",42.49.111.180,GET,/event/banner/mir2/popup,MyThreadedApp/1.0,403,HTTP/1.1,176,1944,0,TLSv1.3,/event/banner/mir2/popup
"1/29/2026, 5:45:02.000 AM",20.249.183.75,GET,/,Blackbox Exporter/0.24.0,200,HTTP/1.1,111,2494,0,TLSv1.3,/
"1/29/2026, 5:45:03.000 AM",125.240.33.71,POST,/bbs/faq/list,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,1455,16578,0,TLSv1.3,/bbs/faq/list
"1/29/2026, 5:45:04.000 AM",116.142.102.203,GET,/event/banner/mir2/popup,MyThreadedApp/1.0,403,HTTP/1.1,176,1944,0,TLSv1.3,/event/banner/mir2/popup
"1/29/2026, 5:45:05.000 AM",125.240.33.71,POST,/bbs/faq/list,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,1455,7900,0,TLSv1.3,/bbs/faq/list
"1/29/2026, 5:45:05.000 AM",120.242.23.238,GET,/launcher/launcher,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",403,HTTP/1.1,770,1944,0,TLSv1.3,/launcher/launcher
"1/29/2026, 5:45:05.000 AM",58.144.192.214,GET,/event/banner/mir2/popup,MyThreadedApp/1.0,403,HTTP/1.1,176,1944,0,TLSv1.3,/event/banner/mir2/popup
"1/29/2026, 5:45:05.000 AM",221.204.171.88,GET,/event/banner/mir2/popup,MyThreadedApp/1.0,403,HTTP/1.1,176,1944,0,TLSv1.3,/event/banner/mir2/popup
"1/29/2026, 5:45:05.000 AM",120.242.23.238,GET,/launcher/launcher,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",403,HTTP/1.1,770,1944,0,TLSv1.3,/launcher/launcher
"1/29/2026, 5:45:06.000 AM",125.240.33.71,POST,/bbs/faq/list,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,1455,2118474,0.063,TLSv1.3,/bbs/faq/list
"1/29/2026, 5:45:06.000 AM",120.242.23.238,GET,/favicon.ico,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",403,HTTP/1.1,703,1944,0,TLSv1.3,/favicon.ico
"1/29/2026, 5:45:06.000 AM",119.193.46.52,GET,/auth/captcha?server=100&charId=7694&gameCode=2&key=60d08b913ca8a8ce71554189ca7c0545&ts=1769665503,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/133.0.0.0 Safari/537.36 Edg/133.0.0.0",200,HTTP/1.1,788,3629,0,TLSv1.3,/auth/captcha?server=100&charId=7694&gameCode=2&key=60d08b913ca8a8ce71554189ca7c0545&ts=1769665503
"1/29/2026, 5:45:07.000 AM",20.249.183.75,GET,/auth/actuator/health,Blackbox Exporter/0.24.0,200,HTTP/1.1,131,1016,0,TLSv1.3,/auth/actuator/health
"1/29/2026, 5:45:08.000 AM",125.240.33.71,POST,/bbs/faq/list,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,1455,19394,0,TLSv1.3,/bbs/faq/list
"1/29/2026, 5:45:09.000 AM",211.44.134.110,GET,/,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",301,HTTP/1.1,466,425,0,,/
"1/29/2026, 5:45:09.000 AM",124.198.5.18,GET,/favicon.ico,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",200,HTTP/1.1,880,15308,0,TLSv1.3,/favicon.ico
"1/29/2026, 5:45:00.000 AM",61.38.42.234,GET,/bbs/list/mir2free,python-requests/2.25.1,200,HTTP/1.1,167,6019,0,TLSv1.3,/bbs/list/mir2free
"1/29/2026, 5:45:02.000 AM",118.40.251.98,GET,/auth/captcha?server=2&charId=809210&gameCode=2&key=07c84b3d1144556738d605bcc1e4d8bd&ts=1769665501,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,833,3626,0,TLSv1.3,/auth/captcha?server=2&charId=809210&gameCode=2&key=07c84b3d1144556738d605bcc1e4d8bd&ts=1769665501
"1/29/2026, 5:45:02.000 AM",120.242.23.238,GET,/launcher/launcher,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",403,HTTP/1.1,770,1944,0,TLSv1.3,/launcher/launcher
"1/29/2026, 5:45:03.000 AM",116.169.172.68,GET,/event/banner/mir2/popup,MyThreadedApp/1.0,403,HTTP/1.1,176,1944,0,TLSv1.3,/event/banner/mir2/popup
"1/29/2026, 5:45:03.000 AM",54.180.11.176,GET,/,WhaTap URL Monitoring Agent,301,HTTP/1.1,245,425,0,,/
"1/29/2026, 5:45:03.000 AM",54.180.11.176,GET,/,WhaTap URL Monitoring Agent,403,HTTP/1.1,194,1944,0,TLSv1.3,/
"1/29/2026, 5:45:04.000 AM",54.180.11.176,GET,/,WhaTap URL Monitoring Agent,403,HTTP/1.1,194,1944,0,TLSv1.3,/
"1/29/2026, 5:45:05.000 AM",20.249.183.75,GET,/memsec/actuator/health,Blackbox Exporter/0.24.0,200,HTTP/1.1,133,1016,0,TLSv1.3,/memsec/actuator/health
"1/29/2026, 5:45:05.000 AM",20.249.183.75,GET,/,Blackbox Exporter/0.24.0,200,HTTP/1.1,111,1129,0,TLSv1.3,/
"1/29/2026, 5:45:06.000 AM",59.187.141.49,GET,/auth/captcha?server=100&charId=11685&gameCode=2&key=96a0c61ff3cb6eb78d739fe3eba7f645&ts=1769665506,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36 Edg/144.0.0.0",200,HTTP/1.1,834,3620,0,TLSv1.3,/auth/captcha?server=100&charId=11685&gameCode=2&key=96a0c61ff3cb6eb78d739fe3eba7f645&ts=1769665506
